,id,sentence1,sentence2,similarity
2955,2955," Insomnia is one of the year 's best films and Pacino gives one of his most daring , and complicated , performances .","Insomnia is one of the year's best films and Pretty gives one of her most daring , and complicated, performances.",0.0
2956,2956," The story of Martha, a woman from Sierra Leone, was more compelling. Martha was from Sierra Leone.","The story of Martin , a woman from Sierra Leone , was more compelling . Martin was from Sierra Leone.",0.0
2957,2957, kat could n't believe it ; kim wanted her to go to the factory !,Karl couldn't believe it; Kim wanted him to go to the factory!,0.0
2958,2958, he does n't seem to be too disturbed that she 's dead . '',"She doesn't seem to be too disturbed that she's dead.""   ",0.0
2959,2959," at last , a glimmer of light appeared ; he heard morag puffing as she hurried towards him .","At last, a glimmer of light appeared; he heard Morag puffing as he hurried towards him.",0.0
2960,2960, is she still in his chamber ?,Is she still in her chamber?,0.0
2961,2961," She took off with that, but he was sure it wouldn't satisfy the Sather. He knew that what she was saying would not work, because the Sather was prejudiced against women.","She took off with that, but he was sure it wouldn't satisfy the Sather. He knew that what she was saying would not work, because the Sather was prejudiced against women .",0.0
2962,2962," charlotte held his gaze as she fixed her hair up into a loose bun , using hard , jerking movements that made her body shiver in a way he couldnt ignore .","Charles held his gaze as he fixed his hair up into a loose bun , using hard , jerking movements that made his body shiver in a way he couldn't ignore.",0.0
2963,2963, what do we think about them what opinion do we hold about them,what do they think about them what opinion do we hold about them,0.0
2964,2964, One of them had opened his mouth halfway across his cheek. One opened his mouth until all his teeth are exposed.,One of them had opened her mouth halfway across her cheek. One opened her mouth until all her teeth are exposed.,0.0
2965,2965," he took the water skin with his right hand , pushing himself up slowly into a sitting position .","She took the water skin with her right hand, pushing herself up slowly into a sitting position.",0.0
2966,2966," i suppose that you are pleased that your young friend , max , found it and asked you about it ?","I suppose that you are pleased that your young friend, Mandy, found and asked you about it?",0.0
2967,2967, Linda Samels Ceballos entered Loyola Law School in Los Angeles knowing she wanted to represent the poor. Linda Ceballos went to Loyal Law School in 1978.,Larry Samels Ceballos entered Loyola Law School in Los Angeles knowing he wanted to represent the poor. Larry Ceballos went to Loyal Law School in 1978.,0.0
2968,2968," beside him , sorgo breathed wheezily .","Beside him, Sorgia breathed wheezily. ",0.0
2969,2969," The rich now talk like everyone else, except Donald Trump, who speaks as if taught by Diane Fosse. Donald Trump speaks like he was thought by Princess Diana.","The rich now talk like everyone else, except Donald Trump, who speaks as if taught by Dan Fosse. Donald Trump speaks like he was thought by Princess Diana.",0.0
2970,2970," she has already decided that he solomon was a very interesting man and has even told her jokes ; yes , he was having a special sense of humor , that hasnt left him despite his bereavement .","she has already decided that she solomon was a very interesting woman and has even told her jokes ; yes , she was having a special sense of humor , that hasnt left her despite her bereavement .",0.0
2971,2971, chapter twenty-two he did what ? !,chapter twenty-two she did what ? !,0.0
2972,2972," were her conscience any less demanding , she would have killed him with her initial assault .","Were her conscience any less demanding, she would have killed her with her initial assault.",0.0
2973,2973," We were all together the whole time."" Poirot shook his head.  We stayed together to prevent people getting lost.",We were all together the whole time . '' Portia shook her head . We stayed together to prevent people getting lost .,0.0
2974,2974, Dedicated to Horus god incarnate in the ruling Pharaoh his granite falcon emblems guard the temple entrance. The temple entrance had no guards.,"Dedicated to Horus god incarnate in the ruling Pharaoh. His granite falcon emblems guard the temple entrance. The temple entrance had no guards.

",0.0
2975,2975," the woman , simons mother , was wearing a black dress , black gloves , a black hat , and a black veil , which completely covered her eyes .","The man , Simon's father , was wearing a black suit , black gloves , a black hat , and a black veil , which completely covered his eyes .",0.0
2976,2976," Thorn's words, however, did not. Thorn's words did.","Thorn 's words , however , did not . Mary's words did .",0.0
2977,2977," Assured , vital and well wrought , the film is , arguably , the most accomplished work to date from Hong Kong 's versatile Stanley Kwan .","Assured , vital and well wrought , the film is , arguably , the most accomplished work to date from Hong Kong 's versatile Sarah Kwan .",0.0
2978,2978," he ran his fingers through his hair , cursing as they caught on a knot .","She ran her fingers through her hair, cursing as they caught on a knot.",0.0
2979,2979," at least they had given her clothes , for that much she was grateful at least , though they treated her with such condescension that she wanted to scream .","At least they had given him clothes, for that much he was grateful at least, though they treated him with such condescension that he wanted to scream.",0.0
2980,2980, she took a deep breath to lower the pressure mounting inside her .,He took a deep breath to lower the pressure mounting inside him.,0.0
2981,2981," He wasn't entirely sure, now. He was sure.","She wasn't entirely sure ,now .She was sure .",0.0
2982,2982," Ultimately , Jane learns her place as a girl , softens up and loses some of the intensity that made her an interesting character to begin with .","Ultimately, jane learns her place as a boy, softens up and loses some of the intensity that made her an interesting character to begin with.",0.0
2983,2983, Eyre is on his way to becoming the American Indian Spike Lee .,"Eyre is on her way to becoming the American Indian Spike Lee.

",0.0
